S.no,Server_Name,IP_addr,OS_type,Up_time
1,Linux ip-172-31-24-175 5.4.0-1037-aws #39~18.04.1-Ubuntu SMP Fri Jan 15 02:48:42 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux,172.31.24.175,Linux,14min,
